@relation cycleaccident-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute year {2011,2012,2013,2014,2015}
@attribute location {notatjunction,atjunction}
@attribute settlement {urban,village,rural}
@attribute time {nighttime,daytime}
@attribute road {straightandflat,curvedandinclined}
@attribute partner {car,hgv,bus,motorcycle,pickup,bicycle,other}
@attribute surface {tarredwithpotholes,untarred,tarredandgood}
@attribute day {weekend,weekday}
@attribute weather {clear,other}
@attribute shoulder {good,poor,noshoulder}
@attribute separation {median,nomedian}
@attribute control {signage,none}
@attribute collision {sideswipe,rightangle,parkedvehicle,hitpedestrian,rearend,hitobjectoffrd,other,animal,headon,ranoffroad}
@attribute accident {fatal,hospitalized,injured,damage}

@data
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,hgv,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,urban,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,bus,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,atjunction,urban,daytime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
2012,notatjunction,village,nighttime,straightandflat,motorcycle,tarredandgood,weekday,clear,noshoulder,nomedian,none,rearend,hospitalized
